"","Grade","School_Year","Assignment Type","Test 1 PR","Test 1 Benchmark Category","SGP (Expectation=50)","Gender","IEP_Status","504_Status","Low_Income_Status"
"702","7","2023-2024","Star Reading",69,"At/Above Benchmark",96,"Male","1","0","0"
"703","7","2023-2024","Star Reading",93,"At/Above Benchmark",86,"Male","0","0","0"
"704","7","2023-2024","Star Reading",62,"At/Above Benchmark",17,"Female","0","1","0"
"705","7","2023-2024","Star Reading",48,"At/Above Benchmark",34,"Female","0","0","0"
"706","7","2023-2024","Star Reading",90,"At/Above Benchmark",65,"Female","0","0","1"
"707","7","2023-2024","Star Reading",48,"At/Above Benchmark",57,"Female","0","0","1"
"708","7","2023-2024","Star Reading",16,"Intervention",13,"Female","1","0","0"
"709","7","2023-2024","Star Reading",38,"On Watch",21,"Female","0","0","0"
"710","7","2023-2024","Star Reading",25,"On Watch",99,"Female","1","0","1"
"711","7","2023-2024","Star Reading",80,"At/Above Benchmark",54,"Female","1","0","1"
"712","7","2023-2024","Star Reading",60,"At/Above Benchmark",72,"Male","0","0","0"
"713","7","2023-2024","Star Reading",28,"On Watch",31,"Female","0","0","0"
"714","7","2023-2024","Star Reading",68,"At/Above Benchmark",49,"Male","0","1","0"
"715","7","2023-2024","Star Reading",61,"At/Above Benchmark",99,"Male","0","0","0"
"716","7","2023-2024","Star Reading",89,"At/Above Benchmark",68,"Female","0","0","0"
"717","7","2023-2024","Star Reading",43,"At/Above Benchmark",13,"Male","1","0","1"
"718","7","2023-2024","Star Reading",75,"At/Above Benchmark",26,"Female","0","0","0"
"719","7","2023-2024","Star Reading",24,"Intervention",89,"Male","1","0","0"
"720","7","2023-2024","Star Reading",18,"Intervention",22,"Male","0","1","1"
"721","7","2023-2024","Star Reading",5,"Urgent Intervention",2,"Female","1","0","1"
"722","7","2023-2024","Star Reading",39,"On Watch",52,"Male","0","0","0"
"723","7","2023-2024","Star Reading",74,"At/Above Benchmark",85,"Female","0","0","0"
"724","7","2023-2024","Star Reading",51,"At/Above Benchmark",31,"Female","0","0","0"
"725","7","2023-2024","Star Reading",69,"At/Above Benchmark",38,"Female","0","0","0"
"726","7","2023-2024","Star Reading",45,"At/Above Benchmark",66,"Female","0","0","0"
"727","7","2023-2024","Star Reading",34,"On Watch",79,"Female","0","0","0"
"728","7","2023-2024","Star Reading",36,"On Watch",26,"Female","0","0","1"
"729","7","2023-2024","Star Reading",5,"Urgent Intervention",50,"Female","1","0","1"
"730","7","2023-2024","Star Reading",65,"At/Above Benchmark",74,"Male","0","0","0"
"731","7","2023-2024","Star Reading",32,"On Watch",24,"Male","0","0","0"
"732","7","2023-2024","Star Reading",51,"At/Above Benchmark",91,"Female","0","0","0"
"733","7","2023-2024","Star Reading",41,"At/Above Benchmark",97,"Male","0","0","1"
"734","7","2023-2024","Star Reading",59,"At/Above Benchmark",94,"Male","0","0","0"
"735","7","2023-2024","Star Reading",74,"At/Above Benchmark",51,"Male","0","0","1"
"736","7","2023-2024","Star Reading",12,"Intervention",73,"Female","1","0","0"
"737","7","2023-2024","Star Reading",46,"At/Above Benchmark",73,"Female","0","0","0"
"738","8","2023-2024","Star Reading",58,"At/Above Benchmark",14,"Male","1","0","1"
"739","8","2023-2024","Star Reading",31,"On Watch",84,"Male","1","0","1"
"740","8","2023-2024","Star Reading",20,"Intervention",31,"Female","1","0","0"
"741","8","2023-2024","Star Reading",61,"At/Above Benchmark",16,"Female","0","0","0"
"742","8","2023-2024","Star Reading",45,"At/Above Benchmark",89,"Male","1","0","0"
"743","8","2023-2024","Star Reading",15,"Intervention",32,"Female","0","0","0"
"744","8","2023-2024","Star Reading",5,"Urgent Intervention",65,"Female","1","0","0"
"745","8","2023-2024","Star Reading",1,"Urgent Intervention",65,"Male","1","0","0"
"746","8","2023-2024","Star Reading",54,"At/Above Benchmark",29,"Female","0","0","0"
"747","8","2023-2024","Star Reading",9,"Urgent Intervention",81,"Male","0","0","0"
"748","8","2023-2024","Star Reading",37,"On Watch",28,"Female","0","0","0"
"749","8","2023-2024","Star Reading",56,"At/Above Benchmark",18,"Female","1","0","0"
"750","8","2023-2024","Star Reading",51,"At/Above Benchmark",50,"Female","0","0","0"
"751","8","2023-2024","Star Reading",30,"On Watch",10,"Female","0","0","0"
"752","8","2023-2024","Star Reading",62,"At/Above Benchmark",10,"Female","0","0","0"
"753","8","2023-2024","Star Reading",24,"Intervention",65,"Female","0","0","1"
"754","8","2023-2024","Star Reading",33,"On Watch",64,"Male","0","0","0"
"755","8","2023-2024","Star Reading",75,"At/Above Benchmark",39,"Male","0","0","0"
"756","8","2023-2024","Star Reading",45,"At/Above Benchmark",40,"Female","0","1","0"
"757","8","2023-2024","Star Reading",45,"At/Above Benchmark",76,"Male","0","0","0"
"758","8","2023-2024","Star Reading",40,"At/Above Benchmark",31,"Female","0","0","0"
"759","8","2023-2024","Star Reading",24,"Intervention",5,"Female","0","0","0"
"760","8","2023-2024","Star Reading",64,"At/Above Benchmark",66,"Female","0","0","1"
"761","8","2023-2024","Star Reading",81,"At/Above Benchmark",81,"Male","0","0","0"
"762","8","2023-2024","Star Reading",39,"On Watch",54,"Female","0","0","1"
"763","8","2023-2024","Star Reading",68,"At/Above Benchmark",4,"Male","0","0","0"
"764","8","2023-2024","Star Reading",93,"At/Above Benchmark",73,"Female","0","0","0"
"765","8","2023-2024","Star Reading",14,"Intervention",34,"Female","1","0","1"
"766","8","2023-2024","Star Reading",75,"At/Above Benchmark",7,"Male","0","0","0"
"767","8","2023-2024","Star Reading",59,"At/Above Benchmark",34,"Female","0","0","0"
"768","8","2023-2024","Star Reading",27,"On Watch",87,"Female","0","0","0"
"769","8","2023-2024","Star Reading",88,"At/Above Benchmark",92,"Male","0","0","0"
"770","8","2023-2024","Star Reading",67,"At/Above Benchmark",95,"Male","0","1","0"
"771","8","2023-2024","Star Reading",72,"At/Above Benchmark",54,"Male","1","0","0"
"772","8","2023-2024","Star Reading",61,"At/Above Benchmark",81,"Male","1","0","0"
"773","8","2023-2024","Star Reading",47,"At/Above Benchmark",40,"Female","0","0","0"
"774","8","2023-2024","Star Reading",99,"At/Above Benchmark",98,"Male","0","0","0"
"775","8","2023-2024","Star Reading",56,"At/Above Benchmark",45,"Female","0","0","0"
"776","8","2023-2024","Star Reading",61,"At/Above Benchmark",65,"Female","0","0","0"
"777","8","2023-2024","Star Reading",42,"At/Above Benchmark",27,"Female","0","0","0"
"778","8","2023-2024","Star Reading",92,"At/Above Benchmark",21,"Female","0","1","1"
"779","8","2023-2024","Star Reading",35,"On Watch",96,"Male","0","1","0"
"780","8","2023-2024","Star Reading",33,"On Watch",14,"Female","0","0","1"
"781","8","2023-2024","Star Reading",99,"At/Above Benchmark",11,"Female","0","0","0"
"782","8","2023-2024","Star Reading",27,"On Watch",54,"Female","1","0","1"
"783","8","2023-2024","Star Reading",73,"At/Above Benchmark",79,"Male","0","0","1"
"784","8","2023-2024","Star Reading",5,"Urgent Intervention",61,"Male","1","0","0"
"785","8","2023-2024","Star Reading",80,"At/Above Benchmark",37,"Male","0","0","0"
"786","8","2023-2024","Star Reading",39,"On Watch",10,"Male","0","0","0"
"787","8","2023-2024","Star Reading",68,"At/Above Benchmark",65,"Male","0","0","0"
"788","8","2023-2024","Star Reading",8,"Urgent Intervention",1,"Male","0","0","1"
"789","8","2023-2024","Star Reading",59,"At/Above Benchmark",10,"Female","1","0","0"
"790","8","2023-2024","Star Reading",11,"Intervention",9,"Male","1","0","0"
"791","8","2023-2024","Star Reading",55,"At/Above Benchmark",70,"Female","0","0","1"
"792","8","2023-2024","Star Reading",52,"At/Above Benchmark",71,"Female","0","0","0"
"793","8","2023-2024","Star Reading",81,"At/Above Benchmark",24,"Female","0","0","0"
"794","8","2023-2024","Star Reading",11,"Intervention",49,"Male","0","0","0"
"795","8","2023-2024","Star Reading",26,"On Watch",61,"Female","0","0","0"
"796","8","2023-2024","Star Reading",79,"At/Above Benchmark",19,"Male","0","0","0"
"797","8","2023-2024","Star Reading",79,"At/Above Benchmark",58,"Male","0","0","1"
"798","8","2023-2024","Star Reading",51,"At/Above Benchmark",19,"Female","0","0","0"
"799","8","2023-2024","Star Reading",94,"At/Above Benchmark",75,"Male","0","0","0"
"800","8","2023-2024","Star Reading",53,"At/Above Benchmark",67,"Male","0","0","0"
"801","8","2023-2024","Star Reading",31,"On Watch",95,"Female","0","0","1"
"802","8","2023-2024","Star Reading",17,"Intervention",22,"Male","1","0","1"
"803","8","2023-2024","Star Reading",84,"At/Above Benchmark",77,"Male","0","0","0"
"804","8","2023-2024","Star Reading",83,"At/Above Benchmark",60,"Female","0","0","0"
"805","8","2023-2024","Star Reading",80,"At/Above Benchmark",41,"Female","0","0","0"
"806","8","2023-2024","Star Reading",23,"Intervention",22,"Male","1","0","1"
"807","8","2023-2024","Star Reading",63,"At/Above Benchmark",83,"Male","0","0","1"
"808","8","2023-2024","Star Reading",89,"At/Above Benchmark",81,"Male","0","1","0"
"809","8","2023-2024","Star Reading",32,"On Watch",74,"Female","1","0","0"
"810","8","2023-2024","Star Reading",76,"At/Above Benchmark",8,"Female","0","0","0"
"811","8","2023-2024","Star Reading",54,"At/Above Benchmark",47,"Female","0","0","0"
"812","8","2023-2024","Star Reading",81,"At/Above Benchmark",27,"Male","0","0","0"
"813","8","2023-2024","Star Reading",22,"Intervention",51,"Female","1","0","0"
"814","8","2023-2024","Star Reading",4,"Urgent Intervention",93,"Male","1","0","1"
"815","8","2023-2024","Star Reading",52,"At/Above Benchmark",81,"Male","0","0","0"
"816","8","2023-2024","Star Reading",66,"At/Above Benchmark",94,"Male","0","1","0"
"817","8","2023-2024","Star Reading",98,"At/Above Benchmark",70,"Male","0","0","0"
"818","8","2023-2024","Star Reading",23,"Intervention",76,"Female","0","0","0"
"819","8","2023-2024","Star Reading",45,"At/Above Benchmark",58,"Female","0","0","0"
"820","8","2023-2024","Star Reading",24,"Intervention",11,"Male","0","1","0"
"821","8","2023-2024","Star Reading",50,"At/Above Benchmark",23,"Female","1","0","0"
"822","8","2023-2024","Star Reading",74,"At/Above Benchmark",24,"Female","0","0","0"
"823","8","2023-2024","Star Reading",55,"At/Above Benchmark",15,"Female","0","1","1"
"824","8","2023-2024","Star Reading",79,"At/Above Benchmark",13,"Female","0","0","1"
"825","8","2023-2024","Star Reading",68,"At/Above Benchmark",19,"Male","0","0","0"
"826","8","2023-2024","Star Reading",36,"On Watch",41,"Male","0","1","1"
"827","8","2023-2024","Star Reading",68,"At/Above Benchmark",13,"Male","0","1","0"
"828","8","2023-2024","Star Reading",12,"Intervention",69,"Female","1","0","0"
"829","8","2023-2024","Star Reading",95,"At/Above Benchmark",11,"Female","0","0","0"
"830","9","2023-2024","Star Reading",54,"At/Above Benchmark",59,"Male","0","0","0"
"831","9","2023-2024","Star Reading",40,"At/Above Benchmark",60,"Male","0","0","1"
"832","9","2023-2024","Star Reading",5,"Urgent Intervention",6,"Male","1","0","1"
"833","9","2023-2024","Star Reading",87,"At/Above Benchmark",4,"Male","0","0","0"
"834","9","2023-2024","Star Reading",22,"Intervention",97,"Male","1","0","0"
"835","9","2023-2024","Star Reading",63,"At/Above Benchmark",66,"Female","0","0","1"
"836","9","2023-2024","Star Reading",40,"At/Above Benchmark",61,"Female","0","1","1"
"837","9","2023-2024","Star Reading",36,"On Watch",28,"Female","0","0","1"
"838","9","2023-2024","Star Reading",44,"At/Above Benchmark",65,"Male","1","0","0"
"839","9","2023-2024","Star Reading",26,"On Watch",49,"Female","1","0","1"
"840","9","2023-2024","Star Reading",54,"At/Above Benchmark",99,"Female","0","0","0"
"841","9","2023-2024","Star Reading",39,"On Watch",54,"Female","0","0","0"
"842","9","2023-2024","Star Reading",49,"At/Above Benchmark",20,"Male","0","0","0"
"843","9","2023-2024","Star Reading",74,"At/Above Benchmark",74,"Male","0","0","1"
"844","9","2023-2024","Star Reading",50,"At/Above Benchmark",78,"Male","0","0","0"
"845","9","2023-2024","Star Reading",17,"Intervention",79,"Male","0","0","0"
"846","9","2023-2024","Star Reading",58,"At/Above Benchmark",12,"Male","0","0","0"
"847","9","2023-2024","Star Reading",6,"Urgent Intervention",72,"Female","1","0","1"
"848","9","2023-2024","Star Reading",49,"At/Above Benchmark",32,"Male","0","0","0"
"849","9","2023-2024","Star Reading",17,"Intervention",89,"Male","1","0","0"
"850","9","2023-2024","Star Reading",64,"At/Above Benchmark",22,"Male","0","0","0"
"851","9","2023-2024","Star Reading",42,"At/Above Benchmark",49,"Female","0","0","0"
"852","9","2023-2024","Star Reading",33,"On Watch",83,"Male","1","0","0"
"853","9","2023-2024","Star Reading",79,"At/Above Benchmark",66,"Male","0","0","0"
"854","9","2023-2024","Star Reading",84,"At/Above Benchmark",59,"Female","0","0","0"
"855","9","2023-2024","Star Reading",55,"At/Above Benchmark",4,"Male","0","1","0"
"856","9","2023-2024","Star Reading",36,"On Watch",23,"Female","1","0","0"
"857","9","2023-2024","Star Reading",44,"At/Above Benchmark",21,"Male","0","0","0"
"858","9","2023-2024","Star Reading",46,"At/Above Benchmark",93,"Male","0","0","0"
"859","9","2023-2024","Star Reading",59,"At/Above Benchmark",48,"Female","0","1","0"
"860","9","2023-2024","Star Reading",75,"At/Above Benchmark",89,"Male","0","1","0"
"861","9","2023-2024","Star Reading",94,"At/Above Benchmark",55,"Female","0","0","0"
"862","9","2023-2024","Star Reading",77,"At/Above Benchmark",84,"Male","0","1","1"
"863","9","2023-2024","Star Reading",70,"At/Above Benchmark",86,"Male","0","0","0"
"864","9","2023-2024","Star Reading",4,"Urgent Intervention",98,"Male","0","0","1"
"865","9","2023-2024","Star Reading",39,"On Watch",25,"Female","0","0","0"
"866","9","2023-2024","Star Reading",78,"At/Above Benchmark",27,"Male","0","1","0"
"867","9","2023-2024","Star Reading",63,"At/Above Benchmark",27,"Female","1","0","0"
"868","9","2023-2024","Star Reading",78,"At/Above Benchmark",31,"Male","0","0","0"
"869","9","2023-2024","Star Reading",74,"At/Above Benchmark",31,"Male","0","0","1"
"870","9","2023-2024","Star Reading",65,"At/Above Benchmark",27,"Female","0","0","0"
"871","9","2023-2024","Star Reading",13,"Intervention",99,"Female","1","0","0"
"872","9","2023-2024","Star Reading",60,"At/Above Benchmark",65,"Female","0","0","0"
"873","9","2023-2024","Star Reading",66,"At/Above Benchmark",64,"Male","1","0","0"
"874","9","2023-2024","Star Reading",44,"At/Above Benchmark",94,"Female","0","0","1"
"875","9","2023-2024","Star Reading",37,"On Watch",12,"Female","0","0","1"
"876","9","2023-2024","Star Reading",49,"At/Above Benchmark",67,"Female","0","0","0"
"877","9","2023-2024","Star Reading",56,"At/Above Benchmark",76,"Male","0","0","1"
"878","9","2023-2024","Star Reading",42,"At/Above Benchmark",86,"Male","1","0","0"
"879","9","2023-2024","Star Reading",43,"At/Above Benchmark",36,"Male","1","0","0"
"880","9","2023-2024","Star Reading",43,"At/Above Benchmark",21,"Female","0","0","0"
"881","9","2023-2024","Star Reading",73,"At/Above Benchmark",19,"Female","0","0","1"
"882","9","2023-2024","Star Reading",82,"At/Above Benchmark",7,"Male","0","0","0"
"883","9","2023-2024","Star Reading",1,"Urgent Intervention",68,"Male","1","0","1"
"884","9","2023-2024","Star Reading",81,"At/Above Benchmark",34,"Female","0","0","0"
"885","9","2023-2024","Star Reading",67,"At/Above Benchmark",20,"Female","0","0","0"
"886","9","2023-2024","Star Reading",6,"Urgent Intervention",57,"Female","1","0","0"
"887","9","2023-2024","Star Reading",56,"At/Above Benchmark",8,"Female","0","0","0"
"888","9","2023-2024","Star Reading",35,"On Watch",85,"Female","0","0","0"
"889","9","2023-2024","Star Reading",35,"On Watch",66,"Female","1","0","0"
"890","9","2023-2024","Star Reading",4,"Urgent Intervention",47,"Male","1","0","1"
"891","9","2023-2024","Star Reading",45,"At/Above Benchmark",96,"Male","0","1","0"
"892","10","2023-2024","Star Reading",30,"On Watch",82,"Female","0","1","1"
"893","10","2023-2024","Star Reading",85,"At/Above Benchmark",57,"Male","1","0","0"
"894","10","2023-2024","Star Reading",22,"Intervention",67,"Male","0","0","1"
"895","10","2023-2024","Star Reading",78,"At/Above Benchmark",25,"Male","0","0","0"
"896","10","2023-2024","Star Reading",8,"Urgent Intervention",90,"Male","0","0","0"
"897","10","2023-2024","Star Reading",53,"At/Above Benchmark",40,"Male","0","0","0"
"898","10","2023-2024","Star Reading",41,"At/Above Benchmark",85,"Female","1","0","1"
"899","10","2023-2024","Star Reading",30,"On Watch",5,"Male","1","0","0"
"900","10","2023-2024","Star Reading",35,"On Watch",94,"Male","0","0","0"
"901","10","2023-2024","Star Reading",86,"At/Above Benchmark",12,"Male","0","0","1"
"902","10","2023-2024","Star Reading",51,"At/Above Benchmark",26,"Female","0","0","0"
"903","10","2023-2024","Star Reading",62,"At/Above Benchmark",56,"Female","0","0","1"
"904","10","2023-2024","Star Reading",97,"At/Above Benchmark",94,"Male","0","1","0"
"905","10","2023-2024","Star Reading",65,"At/Above Benchmark",47,"Female","0","0","1"
"906","10","2023-2024","Star Reading",5,"Urgent Intervention",87,"Female","1","0","1"
"907","10","2023-2024","Star Reading",78,"At/Above Benchmark",39,"Female","0","0","1"
"908","10","2023-2024","Star Reading",34,"On Watch",50,"Female","0","0","0"
"909","10","2023-2024","Star Reading",85,"At/Above Benchmark",1,"Male","0","0","1"
"910","10","2023-2024","Star Reading",37,"On Watch",1,"Female","0","0","0"
"911","10","2023-2024","Star Reading",14,"Intervention",97,"Female","1","0","0"
"912","10","2023-2024","Star Reading",32,"On Watch",99,"Female","0","0","0"
"913","10","2023-2024","Star Reading",76,"At/Above Benchmark",81,"Female","0","0","0"
"914","10","2023-2024","Star Reading",16,"Intervention",77,"Male","0","0","0"
"915","10","2023-2024","Star Reading",62,"At/Above Benchmark",13,"Female","0","0","0"
"916","10","2023-2024","Star Reading",73,"At/Above Benchmark",86,"Male","0","0","0"
"917","10","2023-2024","Star Reading",46,"At/Above Benchmark",50,"Male","1","0","0"
"918","10","2023-2024","Star Reading",68,"At/Above Benchmark",53,"Male","0","0","0"
"919","10","2023-2024","Star Reading",35,"On Watch",47,"Female","0","0","0"
"920","10","2023-2024","Star Reading",77,"At/Above Benchmark",61,"Male","0","1","0"
"921","10","2023-2024","Star Reading",80,"At/Above Benchmark",56,"Female","0","0","0"
"922","10","2023-2024","Star Reading",57,"At/Above Benchmark",27,"Female","0","1","1"
"923","10","2023-2024","Star Reading",82,"At/Above Benchmark",93,"Male","0","0","0"
"924","10","2023-2024","Star Reading",85,"At/Above Benchmark",86,"Female","0","0","0"
"925","10","2023-2024","Star Reading",73,"At/Above Benchmark",98,"Male","0","1","0"
"926","10","2023-2024","Star Reading",36,"On Watch",94,"Male","0","0","1"
"927","10","2023-2024","Star Reading",3,"Urgent Intervention",91,"Male","0","0","0"
"928","10","2023-2024","Star Reading",75,"At/Above Benchmark",56,"Male","0","0","0"
"929","10","2023-2024","Star Reading",58,"At/Above Benchmark",96,"Female","0","0","1"
"930","10","2023-2024","Star Reading",76,"At/Above Benchmark",96,"Female","0","0","0"
"931","10","2023-2024","Star Reading",83,"At/Above Benchmark",44,"Female","0","0","0"
"932","10","2023-2024","Star Reading",54,"At/Above Benchmark",79,"Female","0","0","0"
"933","10","2023-2024","Star Reading",35,"On Watch",13,"Female","0","0","1"
"934","10","2023-2024","Star Reading",20,"Intervention",33,"Male","1","0","1"
"935","10","2023-2024","Star Reading",99,"At/Above Benchmark",15,"Non-Binary","0","1","0"
"936","10","2023-2024","Star Reading",63,"At/Above Benchmark",18,"Female","0","1","0"
"937","10","2023-2024","Star Reading",21,"Intervention",78,"Male","0","0","0"
"938","10","2023-2024","Star Reading",2,"Urgent Intervention",97,"Male","1","0","0"
"939","10","2023-2024","Star Reading",58,"At/Above Benchmark",92,"Male","0","0","0"
"940","10","2023-2024","Star Reading",14,"Intervention",3,"Male","1","0","0"
"941","10","2023-2024","Star Reading",46,"At/Above Benchmark",37,"Female","1","0","1"
"942","10","2023-2024","Star Reading",35,"On Watch",48,"Female","1","0","0"
"943","10","2023-2024","Star Reading",48,"At/Above Benchmark",26,"Female","0","0","0"
"944","10","2023-2024","Star Reading",37,"On Watch",97,"Female","0","0","1"
"945","10","2023-2024","Star Reading",93,"At/Above Benchmark",16,"Male","0","0","0"
"946","10","2023-2024","Star Reading",98,"At/Above Benchmark",66,"Female","0","1","0"
"947","10","2023-2024","Star Reading",25,"On Watch",44,"Female","1","0","0"
"948","10","2023-2024","Star Reading",54,"At/Above Benchmark",59,"Male","1","0","0"
"949","10","2023-2024","Star Reading",76,"At/Above Benchmark",19,"Female","1","0","0"
"950","10","2023-2024","Star Reading",38,"On Watch",13,"Male","0","0","1"
"951","10","2023-2024","Star Reading",50,"At/Above Benchmark",34,"Female","0","0","0"
"952","10","2023-2024","Star Reading",84,"At/Above Benchmark",90,"Male","0","0","0"
"953","10","2023-2024","Star Reading",20,"Intervention",61,"Female","1","0","0"
"954","5","2024-2025","Star Math",89,"At/Above Benchmark",47,"Female","0","0","1"
"955","5","2024-2025","Star Math",82,"At/Above Benchmark",43,"Female","0","0","1"
"956","5","2024-2025","Star Math",84,"At/Above Benchmark",62,"Male","0","1","0"
"957","5","2024-2025","Star Math",88,"At/Above Benchmark",13,"Male","0","1","0"
"958","5","2024-2025","Star Math",74,"At/Above Benchmark",20,"Male","1","0","0"
"959","5","2024-2025","Star Math",9,"Urgent Intervention",53,"Female","1","0","0"
"960","5","2024-2025","Star Math",38,"On Watch",96,"Male","0","1","1"
"961","5","2024-2025","Star Math",51,"At/Above Benchmark",15,"Female","1","0","0"
"962","5","2024-2025","Star Math",14,"Intervention",82,"Female","1","0","0"
"963","5","2024-2025","Star Math",77,"At/Above Benchmark",17,"Female","0","0","0"
"964","5","2024-2025","Star Math",67,"At/Above Benchmark",5,"Male","1","0","0"
"965","5","2024-2025","Star Math",69,"At/Above Benchmark",64,"Female","0","0","0"
"966","5","2024-2025","Star Math",24,"Intervention",4,"Female","0","0","1"
"967","5","2024-2025","Star Math",75,"At/Above Benchmark",9,"Female","0","0","0"
"968","5","2024-2025","Star Math",88,"At/Above Benchmark",9,"Female","0","0","0"
"969","5","2024-2025","Star Math",18,"Intervention",48,"Male","1","0","0"
"970","5","2024-2025","Star Math",75,"At/Above Benchmark",66,"Female","0","0","0"
"971","5","2024-2025","Star Math",59,"At/Above Benchmark",83,"Female","0","0","0"
"972","5","2024-2025","Star Math",99,"At/Above Benchmark",58,"Male","0","0","0"
"973","5","2024-2025","Star Math",55,"At/Above Benchmark",35,"Male","0","0","1"
"974","5","2024-2025","Star Math",83,"At/Above Benchmark",9,"Male","0","0","1"
"975","5","2024-2025","Star Math",42,"At/Above Benchmark",71,"Female","1","0","1"
"976","5","2024-2025","Star Math",76,"At/Above Benchmark",17,"Male","0","1","0"
"977","5","2024-2025","Star Math",43,"At/Above Benchmark",82,"Male","1","0","1"
"978","5","2024-2025","Star Math",71,"At/Above Benchmark",60,"Female","0","1","1"
"979","5","2024-2025","Star Math",51,"At/Above Benchmark",83,"Female","0","0","0"
"980","5","2024-2025","Star Math",83,"At/Above Benchmark",1,"Female","0","1","0"
"981","5","2024-2025","Star Math",16,"Intervention",40,"Female","0","0","1"
"982","5","2024-2025","Star Math",35,"On Watch",94,"Male","0","0","0"
"983","5","2024-2025","Star Math",85,"At/Above Benchmark",99,"Male","0","0","0"
"984","5","2024-2025","Star Math",59,"At/Above Benchmark",91,"Male","0","0","0"
"985","5","2024-2025","Star Math",48,"At/Above Benchmark",60,"Female","0","0","1"
"986","5","2024-2025","Star Math",90,"At/Above Benchmark",96,"Female","0","0","0"
"987","5","2024-2025","Star Math",54,"At/Above Benchmark",93,"Male","1","0","1"
"988","5","2024-2025","Star Math",83,"At/Above Benchmark",93,"Male","0","0","0"
"989","5","2024-2025","Star Math",93,"At/Above Benchmark",71,"Male","1","0","0"
"990","5","2024-2025","Star Math",49,"At/Above Benchmark",59,"Male","0","0","0"
"991","5","2024-2025","Star Math",61,"At/Above Benchmark",97,"Male","0","1","0"
"992","5","2024-2025","Star Math",19,"Intervention",20,"Male","1","0","0"
"993","5","2024-2025","Star Math",96,"At/Above Benchmark",61,"Female","0","0","0"
"994","5","2024-2025","Star Math",55,"At/Above Benchmark",97,"Male","0","0","0"
"995","5","2024-2025","Star Math",86,"At/Above Benchmark",55,"Male","1","0","0"
"996","5","2024-2025","Star Math",86,"At/Above Benchmark",16,"Female","0","0","0"
"997","5","2024-2025","Star Math",64,"At/Above Benchmark",89,"Female","0","0","0"
"998","5","2024-2025","Star Math",61,"At/Above Benchmark",57,"Female","1","0","1"
"999","5","2024-2025","Star Math",6,"Urgent Intervention",23,"Female","1","0","1"
"1000","5","2024-2025","Star Math",58,"At/Above Benchmark",60,"Female","0","0","0"
"1001","5","2024-2025","Star Math",85,"At/Above Benchmark",37,"Female","0","0","0"
"1002","5","2024-2025","Star Math",90,"At/Above Benchmark",95,"Male","0","0","0"
"1003","5","2024-2025","Star Math",10,"Intervention",95,"Female","0","0","0"
"1004","5","2024-2025","Star Math",77,"At/Above Benchmark",79,"Female","0","0","0"
"1005","5","2024-2025","Star Math",63,"At/Above Benchmark",91,"Male","0","0","0"
"1006","5","2024-2025","Star Math",85,"At/Above Benchmark",21,"Female","0","0","0"
"1007","5","2024-2025","Star Math",48,"At/Above Benchmark",96,"Male","0","1","0"
"1008","5","2024-2025","Star Math",54,"At/Above Benchmark",50,"Female","0","1","0"
"1009","5","2024-2025","Star Math",77,"At/Above Benchmark",41,"Female","0","0","0"
"1010","5","2024-2025","Star Math",53,"At/Above Benchmark",43,"Female","0","0","0"
"1011","5","2024-2025","Star Math",76,"At/Above Benchmark",79,"Male","0","0","1"
"1012","5","2024-2025","Star Math",87,"At/Above Benchmark",23,"Female","0","0","0"
"1013","5","2024-2025","Star Math",90,"At/Above Benchmark",34,"Female","0","0","1"
"1014","5","2024-2025","Star Math",57,"At/Above Benchmark",59,"Female","0","0","0"
"1015","5","2024-2025","Star Math",79,"At/Above Benchmark",81,"Male","0","0","0"
"1016","5","2024-2025","Star Math",41,"At/Above Benchmark",9,"Female","1","0","1"
"1017","5","2024-2025","Star Math",9,"Urgent Intervention",35,"Male","1","0","1"
"1018","5","2024-2025","Star Math",96,"At/Above Benchmark",40,"Female","0","0","0"
"1019","5","2024-2025","Star Math",34,"On Watch",10,"Female","0","0","0"
"1020","5","2024-2025","Star Math",76,"At/Above Benchmark",84,"Female","0","0","1"
"1021","5","2024-2025","Star Math",59,"At/Above Benchmark",87,"Female","0","0","0"
"1022","5","2024-2025","Star Math",40,"At/Above Benchmark",65,"Female","1","0","0"
"1023","5","2024-2025","Star Math",87,"At/Above Benchmark",53,"Male","0","1","0"
"1024","5","2024-2025","Star Math",28,"On Watch",50,"Female","1","0","0"
"1025","5","2024-2025","Star Math",40,"At/Above Benchmark",35,"Female","0","0","0"
"1026","5","2024-2025","Star Math",11,"Intervention",3,"Female","1","0","1"
"1027","5","2024-2025","Star Math",55,"At/Above Benchmark",5,"Male","0","0","0"
"1028","5","2024-2025","Star Math",40,"At/Above Benchmark",90,"Male","1","0","1"
"1029","5","2024-2025","Star Math",87,"At/Above Benchmark",2,"Female","0","0","1"
"1030","5","2024-2025","Star Math",65,"At/Above Benchmark",77,"Female","0","0","0"
"1031","5","2024-2025","Star Math",94,"At/Above Benchmark",76,"Male","0","0","0"
"1032","5","2024-2025","Star Math",76,"At/Above Benchmark",70,"Female","0","0","1"
"1033","5","2024-2025","Star Math",78,"At/Above Benchmark",90,"Male","0","1","0"
"1034","5","2024-2025","Star Math",46,"At/Above Benchmark",72,"Male","0","1","1"
"1035","5","2024-2025","Star Math",99,"At/Above Benchmark",2,"Female","0","0","1"
